iter	MultiClass
0	1.317629637
1	1.11600084
2	0.9638491257
3	0.8432822733
4	0.7446942308
5	0.6622875857
6	0.5922791067
7	0.5320569311
8	0.4797392762
9	0.4339241646
10	0.3935384687
11	0.3577422806
12	0.325865853
13	0.2973666005
14	0.2717989381
15	0.2487926009
16	0.2280367271
17	0.2092679515
18	0.192261353
19	0.1768234675
20	0.1627868254
21	0.1500056291
22	0.1383522939
23	0.1277146554
24	0.1179936909
25	0.1091016475
26	0.1009604906
27	0.09350061022
28	0.08665973361
29	0.08038200704
30	0.07461721516
31	0.06932011399
32	0.06444985832
33	0.05996950756
34	0.05584559767
35	0.05204776866
36	0.04854843926
37	0.04532252168
38	0.04234717076
39	0.0396015625
40	0.03706669811
41	0.03472522989
42	0.0325613063
43	0.03056043362
44	0.0287093521
45	0.02699592482
46	0.02540903781
47	0.02393850997
48	0.0225750117
49	0.02130999126
50	0.02013560806
51	0.01904467195
52	0.01803058813
53	0.01708730682
54	0.01620927746
55	0.01539140681
56	0.01462902067
57	0.01391782889
58	0.01325389324
59	0.01263359808
60	0.01205362339
61	0.01151092015
62	0.01100268763
63	0.0105263527
64	0.01007955075
65	0.009660108274
66	0.009266026865
67	0.00889546854
68	0.008546742313
69	0.008218291887
70	0.007908684373
71	0.007616599972
72	0.007340822519
73	0.007080230837
74	0.00683379082
75	0.006600548195
76	0.006379621897
77	0.006170198013
78	0.005971524245
79	0.005782904844
80	0.005603695979
81	0.005433301504
82	0.005271169085
83	0.00511678666
84	0.004969679201
85	0.00482940575
86	0.004695556709
87	0.004567751361
88	0.004445635597
89	0.004328879841
90	0.004217177141
91	0.004110241427
92	0.004007805911
93	0.003909621623
94	0.003815456059
95	0.003725091956
96	0.003638326151
97	0.00355496854
98	0.003474841128
99	0.003397777141
100	0.00332362022
101	0.003252223676
102	0.003183449804
103	0.003117169249
104	0.003053260424
105	0.002991608973
106	0.002932107273
107	0.002874653976
108	0.002819153587
109	0.00276551607
110	0.002713656487
111	0.002663494661
112	0.002614954867
113	0.002567965544
114	0.002522459028
115	0.002478371302
116	0.002435641768
117	0.002394213035
118	0.002354030717
119	0.002315043249
120	0.002277201718
121	0.002240459699
122	0.002204773111
123	0.002170100071
124	0.002136400771
125	0.002103637354
126	0.002071773802
127	0.00204077583
128	0.002010610788
129	0.001981247566
130	0.001952656515
131	0.001924809357
132	0.001897679117
133	0.001871240046
134	0.001845467561
135	0.001820338176
136	0.001795829449
137	0.001771919923
138	0.001748589077
139	0.001725817278
140	0.00170358573
141	0.00168187644
142	0.001660672169
143	0.001639956398
144	0.001619713293
145	0.00159992767
146	0.001580584961
147	0.001561671188
148	0.001543172931
149	0.001525077304
150	0.001507371928
151	0.001490044906
152	0.001473084805
153	0.001456480628
154	0.0014402218
155	0.001424298144
156	0.001408699865
157	0.001393417534
158	0.001378442069
159	0.001363764721
160	0.00134937706
161	0.001335270959
162	0.001321438584
163	0.001307872376
164	0.001294565047
165	0.001281509561
166	0.001268699127
167	0.001256127189
168	0.001243787415
169	0.001231673689
170	0.0012197801
171	0.001208100935
172	0.001196630673
173	0.001185363973
174	0.00117429567
175	0.001163420768
176	0.00115273443
177	0.001142231978
178	0.001131908879
179	0.001121760746
180	0.001111783329
181	0.001101972511
182	0.001092324304
183	0.001082834839
184	0.00107350037
185	0.001064317261
186	0.001055281988
187	0.001046391132
188	0.001037641376
189	0.0010290295
190	0.00102055238
191	0.001012206983
192	0.001003990364
193	0.0009958996624
194	0.0009879321001
195	0.0009800849778
196	0.0009723556726
197	0.0009647416355
198	0.0009572403885
199	0.0009498495224
200	0.0009425666946
201	0.0009353896267
202	0.0009283161022
203	0.000921343965
204	0.0009144711167
205	0.0009076955152
206	0.0009010151729
207	0.0008944281544
208	0.0008879325753
209	0.0008815266007
210	0.0008752084431
211	0.0008689763611
212	0.0008628286583
213	0.0008567636814
214	0.0008507798191
215	0.0008448755008
216	0.0008390491953
217	0.0008332994095
218	0.0008276246876
219	0.0008220236094
220	0.0008164947897
221	0.0008110368773
222	0.0008056485534
223	0.0008003285312
224	0.0007950755548
225	0.0007898883984
226	0.000784765865
227	0.000779706786
228	0.0007747100203
229	0.0007697744535
230	0.0007648989969
231	0.000760082587
232	0.000755324185
233	0.0007506227756
234	0.0007459773665
235	0.0007413869883
236	0.0007368506929
237	0.0007323675538
238	0.000727936665
239	0.0007235571407
240	0.0007192281144
241	0.0007149487389
242	0.0007107181853
243	0.0007065356427
244	0.000702400318
245	0.0006983114348
246	0.0006942682335
247	0.0006902699708
248	0.0006863159189
249	0.0006824053654
250	0.0006785376131
251	0.000674711979
252	0.0006709277947
253	0.0006671844052
254	0.0006634811692
255	0.0006598174587
256	0.0006561926582
257	0.0006526061649
258	0.0006490573881
259	0.000645545749
260	0.0006420706804
261	0.0006386316263
262	0.0006352280418
263	0.0006318593928
264	0.0006285251557
265	0.0006252248171
266	0.0006219578735
267	0.0006187238313
268	0.0006155222063
269	0.0006123525239
270	0.0006092143181
271	0.0006061071321
272	0.0006030305178
273	0.0005999840353
274	0.0005969672532
275	0.000593979748
276	0.0005910211042
277	0.000588090914
278	0.0005851887771
279	0.0005823143005
280	0.0005794670985
281	0.0005766467923
282	0.0005738530102
283	0.0005710853869
284	0.0005683435641
285	0.0005656271894
286	0.0005629359172
287	0.0005602694076
288	0.0005576273271
289	0.0005550093477
290	0.0005524151475
291	0.0005498444101
292	0.0005472968245
293	0.0005447720853
294	0.0005422698921
295	0.0005397899499
296	0.0005373319687
297	0.0005348956634
298	0.0005324807538
299	0.0005300869643
300	0.0005277140242
301	0.0005253616671
302	0.0005230296312
303	0.0005207176591
304	0.0005184254974
305	0.0005161528972
306	0.0005138996135
307	0.0005116654055
308	0.0005094500362
309	0.0005072532724
310	0.0005050748848
311	0.0005029146479
312	0.0005007723395
313	0.0004986477412
314	0.0004965406382
315	0.0004944508188
316	0.0004923780748
317	0.0004903222015
318	0.000488282997
319	0.0004862602629
320	0.0004842538038
321	0.0004822634273
322	0.000480288944
323	0.0004783301674
324	0.000476386914
325	0.000474459003
326	0.0004725462563
327	0.0004706484986
328	0.0004687655573
329	0.0004668972623
330	0.0004650434461
331	0.0004632039439
332	0.000461378593
333	0.0004595672334
334	0.0004577697073
335	0.0004559858595
336	0.0004542155368
337	0.0004524585883
338	0.0004507148655
339	0.0004489842219
340	0.0004472665132
341	0.0004455615971
342	0.0004438693334
343	0.000442189584
344	0.0004405222126
345	0.0004388670851
346	0.0004372240691
347	0.0004355930342
348	0.0004339738517
349	0.0004323663949
350	0.0004307705386
351	0.0004291861598
352	0.0004276131368
353	0.0004260513498
354	0.0004245006806
355	0.0004229610127
356	0.000421432231
357	0.0004199142223
358	0.0004184068746
359	0.0004169100778
360	0.000415423723
361	0.0004139477028
362	0.0004124819115
363	0.0004110262446
364	0.000409580599
365	0.000408144873
366	0.0004067189664
367	0.0004053027802
368	0.0004038962167
369	0.0004024991795
370	0.0004011115736
371	0.000399733305
372	0.0003983642812
373	0.0003970044107
374	0.0003956536033
375	0.00039431177
376	0.0003929788227
377	0.0003916546748
378	0.0003903392406
379	0.0003890324355
380	0.000387734176
381	0.0003864443797
382	0.0003851629652
383	0.0003838898522
384	0.0003826249613
385	0.0003813682142
386	0.0003801195335
387	0.0003788788429
388	0.0003776460669
389	0.0003764211311
390	0.0003752039617
391	0.0003739944862
392	0.0003727926328
393	0.0003715983306
394	0.0003704115095
395	0.0003692321005
396	0.0003680600351
397	0.0003668952459
398	0.0003657376662
399	0.0003645872301
400	0.0003634438725
401	0.0003623075291
402	0.0003611781364
403	0.0003600556316
404	0.0003589399527
405	0.0003578310383
406	0.0003567288279
407	0.0003556332617
408	0.0003545442805
409	0.0003534618258
410	0.0003523858399
411	0.0003513162656
412	0.0003502530465
413	0.0003491961269
414	0.0003481454515
415	0.000347100966
416	0.0003460626163
417	0.0003450303493
418	0.0003440041123
419	0.0003429838532
420	0.0003419695206
421	0.0003409610636
422	0.000339958432
423	0.0003389615759
424	0.0003379704462
425	0.0003369849944
426	0.0003360051722
427	0.0003350309322
428	0.0003340622274
429	0.0003330990112
430	0.0003321412378
431	0.0003311888615
432	0.0003302418375
433	0.0003293001213
434	0.000328363669
435	0.0003274324369
436	0.000326506382
437	0.0003255854619
438	0.0003246696344
439	0.0003237588578
440	0.000322853091
441	0.0003219522931
442	0.000321056424
443	0.0003201654436
444	0.0003192793126
445	0.0003183979918
446	0.0003175214427
447	0.000316649627
448	0.000315782507
449	0.0003149200452
450	0.0003140622046
451	0.0003132089485
452	0.0003123602407
453	0.0003115160453
454	0.0003106763269
455	0.0003098410502
456	0.0003090101806
457	0.0003081836836
458	0.0003073615251
459	0.0003065436715
460	0.0003057300894
461	0.0003049207458
462	0.0003041156079
463	0.0003033146435
464	0.0003025178205
465	0.0003017251072
466	0.0003009364723
467	0.0003001518847
468	0.0002993713135
469	0.0002985947285
470	0.0002978220994
471	0.0002970533965
472	0.0002962885901
473	0.000295527651
474	0.0002947705504
475	0.0002940172594
476	0.0002932677497
477	0.0002925219933
478	0.0002917799622
479	0.000291041629
480	0.0002903069663
481	0.000289575947
482	0.0002888485445
483	0.0002881247323
484	0.000287404484
485	0.0002866877737
486	0.0002859745757
487	0.0002852648644
488	0.0002845586146
489	0.0002838558014
490	0.0002831563998
491	0.0002824603854
492	0.0002817677339
493	0.0002810784212
494	0.0002803924235
495	0.0002797097171
496	0.0002790302786
497	0.0002783540849
498	0.000277681113
499	0.0002770113402
500	0.0002763447438
501	0.0002756813017
502	0.0002750209916
503	0.0002743637917
504	0.0002737096803
505	0.0002730586358
506	0.0002724106369
507	0.0002717656625
508	0.0002711236917
509	0.0002704847038
510	0.0002698486782
511	0.0002692155945
512	0.0002685854326
513	0.0002679581724
514	0.0002673337943
515	0.0002667122785
516	0.0002660936056
517	0.0002654777563
518	0.0002648647115
519	0.0002642544523
520	0.0002636469599
521	0.0002630422158
522	0.0002624402013
523	0.0002618408984
524	0.0002612442889
525	0.0002606503548
526	0.0002600590784
527	0.000259470442
528	0.0002588844281
529	0.0002583010194
530	0.0002577201988
531	0.0002571419491
532	0.0002565662536
533	0.0002559930955
534	0.0002554224581
535	0.0002548543252
536	0.0002542886803
537	0.0002537255072
538	0.0002531647901
539	0.0002526065129
540	0.00025205066
541	0.0002514972156
542	0.0002509461645
543	0.000250397491
544	0.0002498511802
545	0.0002493072168
546	0.0002487655859
547	0.0002482262727
548	0.0002476892624
549	0.0002471545405
550	0.0002466220925
551	0.000246091904
552	0.0002455639608
553	0.0002450382488
554	0.000244514754
555	0.0002439934626
556	0.0002434743607
557	0.0002429574348
558	0.0002424426712
559	0.0002419300566
560	0.0002414195776
561	0.0002409112211
562	0.000240404974
563	0.0002399008231
564	0.0002393987558
565	0.0002388987591
566	0.0002384008205
567	0.0002379049273
568	0.000237411067
569	0.0002369192274
570	0.0002364293961
571	0.0002359415609
572	0.0002354557098
573	0.0002349718308
574	0.000234489912
575	0.0002340099417
576	0.000233531908
577	0.0002330557995
578	0.0002325816046
579	0.0002321093119
580	0.0002316389101
581	0.0002311703878
582	0.0002307037341
583	0.0002302389378
584	0.0002297759879
585	0.0002293148735
586	0.0002288555839
587	0.0002283981083
588	0.000227942436
589	0.0002274885566
590	0.0002270364595
591	0.0002265861344
592	0.0002261375708
593	0.0002256907587
594	0.0002252456878
595	0.0002248023481
596	0.0002243607296
597	0.0002239208223
598	0.0002234826163
599	0.000223046102
600	0.0002226112696
601	0.0002221781095
602	0.0002217466122
603	0.0002213167681
604	0.0002208885678
605	0.0002204620021
606	0.0002200370615
607	0.0002196137371
608	0.0002191920195
609	0.0002187718998
610	0.0002183533689
611	0.000217936418
612	0.0002175210382
613	0.0002171072206
614	0.0002166949566
615	0.0002162842374
616	0.0002158750545
617	0.0002154673994
618	0.0002150612635
619	0.0002146566385
620	0.0002142535159
621	0.0002138518876
622	0.0002134517453
623	0.0002130530808
624	0.000212655886
625	0.0002122601528
626	0.0002118658733
627	0.0002114730395
628	0.0002110816435
629	0.0002106916776
630	0.0002103031339
631	0.0002099160048
632	0.0002095302826
633	0.0002091459597
634	0.0002087630285
635	0.0002083814816
636	0.0002080013115
637	0.0002076225108
638	0.0002072450723
639	0.0002068689886
640	0.0002064942525
641	0.0002061208568
642	0.0002057487944
643	0.0002053780582
644	0.0002050086413
645	0.0002046405365
646	0.000204273737
647	0.0002039082359
648	0.0002035440264
649	0.0002031811017
650	0.000202819455
651	0.0002024590797
652	0.0002020999691
653	0.0002017421167
654	0.0002013855158
655	0.0002010301599
656	0.0002006760426
657	0.0002003231575
658	0.0001999714983
659	0.0001996210584
660	0.0001992718318
661	0.0001989238121
662	0.0001985769931
663	0.0001982313687
664	0.0001978869328
665	0.0001975436792
666	0.000197201602
667	0.0001968606952
668	0.0001965209527
669	0.0001961823687
670	0.0001958449374
671	0.0001955086528
672	0.0001951735091
673	0.0001948395007
674	0.0001945066218
675	0.0001941748668
676	0.0001938442299
677	0.0001935147055
678	0.0001931862882
679	0.0001928589724
680	0.0001925327525
681	0.0001922076232
682	0.0001918835789
683	0.0001915606144
684	0.0001912387242
685	0.0001909179031
686	0.0001905981458
687	0.000190279447
688	0.0001899618015
689	0.0001896452041
690	0.0001893296497
691	0.0001890151331
692	0.0001887016494
693	0.0001883891934
694	0.0001880777602
695	0.0001877673447
696	0.0001874579421
697	0.0001871495473
698	0.0001868421555
699	0.000186535762
700	0.0001862303617
701	0.00018592595
702	0.0001856225221
703	0.0001853200732
704	0.0001850185987
705	0.0001847180939
706	0.0001844185541
707	0.0001841199747
